Advertiser,Advertiser Name,Region,Region Name,Imps,Clicks,"CTR, %",Conversions,User Purchase,Actual Adv Payout
358,VISITDENVER,US-PA,Pennsylvania,8661,42,0.48,71,0,70.627
356,STARFACE-MDG-TRADR,US-CA,California,8662,107,1.24,107,0,134.07
358,VISITDENVER,US-FL,Florida,8663,47,0.54,80,0,73.935
358,VISITDENVER,US-AK,Alaska,8667,23,0.27,34,0,78.169
325,STAUD,US-CA,California,8668,617,7.11,246,2396.42,167.7
358,VISITDENVER,US-NJ,New Jersey,8669,21,0.24,17,0,52.238
274,BOBOS,US-CA,California,8670,62,0.72,61,0,59.488
358,VISITDENVER,US-TN,Tennessee,8670,39,0.45,90,0,46.99
358,VISITDENVER,US-WA,Washington,8672,19,0.22,45,0,28.56
358,VISITDENVER,US-IN,Indiana,8674,40,0.46,51,0,65.797
358,VISITDENVER,US-WA,Washington,8675,31,0.36,73,0,51.174
358,VISITDENVER,US-CT,Connecticut,8678,24,0.28,52,0,34.403
252,SMARTBIZ-MDG-TRADR,US-TX,Texas,8680,10,0.12,17,0,194.323
358,VISITDENVER,US-CO,Colorado,8683,14,0.16,22,0,51.07
358,VISITDENVER,US-SC,South Carolina,8684,46,0.53,94,0,51.247
174,POSITEC-WORX-TRADR,US-OH,Ohio,8687,341,3.93,301,2174.77,88.974
358,VISITDENVER,US-WI,Wisconsin,8692,27,0.31,56,0,42.316
274,BOBOS,US-IA,Iowa,8694,137,1.58,103,172.09,62.432
174,POSITEC-WORX-TRADR,US-NV,Nevada,8701,139,1.6,172,3713.83,74.409
356,STARFACE-MDG-TRADR,US-OH,Ohio,8702,71,0.82,97,0,205.182
182,ZIPRECRUITER-MDG-TRADR,US-FL,Florida,8703,0,0,203,0,186.16
358,VISITDENVER,US-WV,West Virginia,8704,41,0.47,63,0,64.548
358,VISITDENVER,US-GA,Georgia,8706,39,0.45,55,0,61.037
382,FILSON,US-OH,Ohio,8710,368,4.22,134,0,191.517
358,VISITDENVER,US-CA,California,8717,31,0.36,47,0,54.096
358,VISITDENVER,US-ME,Maine,8720,35,0.4,59,0,56.245
358,VISITDENVER,US-TN,Tennessee,8720,44,0.5,64,0,46.384
174,POSITEC-WORX-TRADR,US-TX,Texas,8720,289,3.32,189,1045.78,54.083
326,7Mesh,CA-AB,Alberta,8730,513,5.87,243,1121.77,65.319
298,ANON,US-NY,New York,8731,68,0.78,48,989.25,83.953
358,VISITDENVER,US-NY,New York,8733,17,0.19,22,0,64.512
358,VISITDENVER,US-LA,Louisiana,8734,30,0.34,59,0,70.905
252,SMARTBIZ-MDG-TRADR,US-FL,Florida,8740,19,0.22,44,0,232.013
382,FILSON,US-NV,Nevada,8741,392,4.48,130,1091.49,171.233
49,FJALLRAVEN,US-MA,Massachusetts,8742,840,9.61,384,9052.98,74.507
358,VISITDENVER,US-MA,Massachusetts,8743,36,0.41,70,0,50.764
358,VISITDENVER,US-AL,Alabama,8745,27,0.31,66,0,78.397
216,ROYAL ROBBINS,US-NV,Nevada,8748,139,1.59,278,401.35,58.249
358,VISITDENVER,US-NY,New York,8749,29,0.33,86,0,38.375
358,VISITDENVER,US-NY,New York,8750,27,0.31,42,0,62.857
174,POSITEC-WORX-TRADR,US-TX,Texas,8750,245,2.8,258,1181.88,52.856
49,FJALLRAVEN,US-CA,California,8754,62,0.71,41,194.08,59.686
358,VISITDENVER,US-CA,California,8755,28,0.32,52,0,49.146
358,VISITDENVER,US-CA,California,8760,43,0.49,62,0,46.499
358,VISITDENVER,US-NE,Nebraska,8760,40,0.46,43,0,50.08
256,SHEEX-MDG-TRADR,US-FL,Florida,8763,218,2.48,92,0,99.993
358,VISITDENVER,US-UT,Utah,8763,39,0.45,43,0,52.826
358,VISITDENVER,US-MA,Massachusetts,8768,33,0.38,64,0,42.068
358,VISITDENVER,US-OK,Oklahoma,8776,10,0.11,24,0,16.789
388,CAT CANADA,CA-AB,Alberta,8781,32,0.36,46,0,58.227
345,NORTHERNLIGHTSHEALTH-KARSHHAGAN,US-ME,Maine,8781,129,1.46,65,0,118.603
274,BOBOS,US-AZ,Arizona,8782,112,1.28,113,0,64.079
351,PINNACLEBANK&BOC-KARSHHAGAN,US-AZ,Arizona,8782,1126,12.82,17,0,110.598
381,MODERNTREASURY-MDG-TRADR,US-NC,North Carolina,8782,47,0.54,41,0,254.238
358,VISITDENVER,US-MI,Michigan,8785,37,0.42,60,0,52.475
358,VISITDENVER,US-IN,Indiana,8789,24,0.27,47,0,45.12
349,WINE ENTHUSIAST,US-WA,Washington,8789,30,0.34,0,0,60.359
358,VISITDENVER,US-WV,West Virginia,8790,37,0.42,56,0,57.66
49,FJALLRAVEN,US-CA,California,8793,341,3.88,202,2548.27,77.749
358,VISITDENVER,US-IN,Indiana,8796,40,0.45,53,0,90.874
358,VISITDENVER,US-IA,Iowa,8796,42,0.48,60,0,39.452
349,WINE ENTHUSIAST,US-WA,Washington,8797,19,0.22,3,581.86,58.648
358,VISITDENVER,US-TX,Texas,8799,32,0.36,57,0,84.374
252,SMARTBIZ-MDG-TRADR,US-CA,California,8802,51,0.58,96,0,167.134
382,FILSON,US-NC,North Carolina,8802,321,3.64,53,350,211.689
325,STAUD,US-FL,Florida,8803,581,6.6,257,1367.15,152.652
358,VISITDENVER,US-WI,Wisconsin,8811,33,0.37,61,0,56.617
182,ZIPRECRUITER-MDG-TRADR,US-MT,Montana,8817,0,0,125,0,187.423
381,MODERNTREASURY-MDG-TRADR,US-VA,Virginia,8819,76,0.86,72,0,219.279
358,VISITDENVER,US-OH,Ohio,8821,34,0.39,62,0,57.524
358,VISITDENVER,US-VT,Vermont,8821,31,0.35,37,0,96.372
358,VISITDENVER,US-PA,Pennsylvania,8822,33,0.37,59,0,34.467
359,THEGREAT,US-TX,Texas,8822,854,9.68,11,2361.31,96.574
358,VISITDENVER,US-CT,Connecticut,8825,15,0.17,31,0,49.248
252,SMARTBIZ-MDG-TRADR,US-WA,Washington,8827,43,0.49,44,0,211.86
174,POSITEC-WORX-TRADR,US-VA,Virginia,8830,355,4.02,309,4112.8,84.951
381,MODERNTREASURY-MDG-TRADR,US-WA,Washington,8830,49,0.55,46,0,203.514
345,NORTHERNLIGHTSHEALTH-KARSHHAGAN,US-NH,New Hampshire,8831,141,1.6,31,0,117.478
358,VISITDENVER,US-NJ,New Jersey,8833,19,0.22,36,0,63.771
358,VISITDENVER,US-OR,Oregon,8834,41,0.46,49,0,47.997
358,VISITDENVER,US-VT,Vermont,8843,26,0.29,41,0,46.423
358,VISITDENVER,US-CA,California,8848,12,0.14,11,0,44.217
358,VISITDENVER,US-NJ,New Jersey,8859,19,0.21,42,0,64.476
358,VISITDENVER,US-NJ,New Jersey,8859,23,0.26,47,0,65.17
358,VISITDENVER,US-GA,Georgia,8860,31,0.35,65,0,55.832
345,NORTHERNLIGHTSHEALTH-KARSHHAGAN,US-ME,Maine,8862,96,1.08,16,0,109.786
358,VISITDENVER,US-MN,Minnesota,8871,28,0.32,66,0,45.375
358,VISITDENVER,US-NY,New York,8874,27,0.3,46,0,47.108
358,VISITDENVER,US-OK,Oklahoma,8876,36,0.41,64,0,58.408
381,MODERNTREASURY-MDG-TRADR,US-NV,Nevada,8883,54,0.61,55,0,221.309
358,VISITDENVER,US-NJ,New Jersey,8883,23,0.26,50,0,55.921
256,SHEEX-MDG-TRADR,US-MD,Maryland,8891,341,3.84,49,100.21,105.652
256,SHEEX-MDG-TRADR,US-AZ,Arizona,8894,265,2.98,37,127.26,96.25
358,VISITDENVER,US-OH,Ohio,8894,41,0.46,86,0,38.088
358,VISITDENVER,US-MI,Michigan,8899,41,0.46,76,0,35.294
358,VISITDENVER,US-WI,Wisconsin,8905,34,0.38,52,0,80.472
356,STARFACE-MDG-TRADR,US-TX,Texas,8911,42,0.47,57,0,236.78
182,ZIPRECRUITER-MDG-TRADR,US-IN,Indiana,8912,0,0,150,0,187.221
358,VISITDENVER,US-PA,Pennsylvania,8914,52,0.58,112,0,79.014
358,VISITDENVER,US-NC,North Carolina,8917,26,0.29,42,0,92.577
358,VISITDENVER,US-RI,Rhode Island,8920,49,0.55,94,0,61.828
252,SMARTBIZ-MDG-TRADR,US-TX,Texas,8921,17,0.19,32,0,214.559
295,BENCHMADE,US-AZ,Arizona,8926,11,0.12,65,525,51.259
358,VISITDENVER,US-PA,Pennsylvania,8928,40,0.45,90,0,101.816
252,SMARTBIZ-MDG-TRADR,US-NY,New York,8931,54,0.6,174,0,176.127
349,WINE ENTHUSIAST,US-CO,Colorado,8932,16,0.18,5,8596.54,66.836
364,SCOOTER-KARSHHAGAN,US-IA,Iowa,8944,67,0.75,84,0,134.1
182,ZIPRECRUITER-MDG-TRADR,US-ND,North Dakota,8948,0,0,146,0,188.395
358,VISITDENVER,US-VA,Virginia,8950,18,0.2,41,0,63.594
174,POSITEC-WORX-TRADR,US-CA,California,8951,172,1.93,225,1114.38,70.5
49,FJALLRAVEN,US-RI,Rhode Island,8951,508,5.68,298,5957.48,82.145
381,MODERNTREASURY-MDG-TRADR,US-FL,Florida,8955,62,0.69,70,0,213.53
358,VISITDENVER,US-HI,Hawaii,8956,19,0.21,23,0,60.125
358,VISITDENVER,US-FL,Florida,8959,37,0.41,91,0,84.765
358,VISITDENVER,US-MN,Minnesota,8965,46,0.51,74,0,58.9
381,MODERNTREASURY-MDG-TRADR,US-MD,Maryland,8966,110,1.23,131,0,196.984
358,VISITDENVER,US-MD,Maryland,8968,46,0.51,75,0,54.846
382,FILSON,US-OH,Ohio,8968,173,1.93,48,0,209.477
252,SMARTBIZ-MDG-TRADR,US-OH,Ohio,8968,32,0.36,41,0,221.132
358,VISITDENVER,US-WA,Washington,8969,33,0.37,49,0,65.843
382,FILSON,US-VA,Virginia,8970,245,2.73,83,431.69,198.035
358,VISITDENVER,US-NJ,New Jersey,8976,28,0.31,56,0,61.364
358,VISITDENVER,US-WY,Wyoming,8977,18,0.2,16,0,49.014
349,WINE ENTHUSIAST,US-CA,California,8980,15,0.17,0,0,67.844
358,VISITDENVER,US-TN,Tennessee,8982,34,0.38,65,0,89.889
256,SHEEX-MDG-TRADR,US-WA,Washington,8982,200,2.23,98,0,97.303
358,VISITDENVER,US-NJ,New Jersey,8986,28,0.31,61,0,87.72
358,VISITDENVER,US-NY,New York,8986,20,0.22,38,0,74.852
349,WINE ENTHUSIAST,US-CA,California,8992,14,0.16,6,3495,60.383
358,VISITDENVER,US-ME,Maine,8993,28,0.31,39,0,48.752
382,FILSON,US-TX,Texas,8996,222,2.47,38,0,208.562
382,FILSON,US-CA,California,8997,886,9.84,258,1588.95,178.052
256,SHEEX-MDG-TRADR,US-FL,Florida,8999,279,3.1,46,151.25,114.36
358,VISITDENVER,US-IL,Illinois,9002,33,0.37,56,0,59.488
174,POSITEC-WORX-TRADR,US-CA,California,9003,96,1.06,128,739.57,43.609
358,VISITDENVER,US-NC,North Carolina,9003,33,0.37,67,0,34.13
358,VISITDENVER,US-OH,Ohio,9009,46,0.51,88,0,59.839
358,VISITDENVER,US-NY,New York,9017,7,0.08,10,0,68.358
182,ZIPRECRUITER-MDG-TRADR,US-NY,New York,9020,1,0.01,145,0,192.768
358,VISITDENVER,US-PA,Pennsylvania,9022,44,0.49,76,0,47.151
