Advertiser,Advertiser Name,Region,Region Name,Imps,Clicks,"CTR, %",Conversions,User Purchase,Actual Adv Payout
295,BENCHMADE,US-CA,California,5842,59,1.01,40,0,28.254
49,FJALLRAVEN,CA-BC,British Columbia,5844,329,5.62,149,1856.42,79.762
174,POSITEC-WORX-TRADR,US-CO,Colorado,5845,48,0.82,143,3095.83,28
252,SMARTBIZ-MDG-TRADR,US-CO,Colorado,5845,12,0.21,17,0,123.937
358,VISITDENVER,US-TX,Texas,5846,14,0.24,22,0,37.969
382,FILSON,US-FL,Florida,5847,161,2.76,40,0,128.785
358,VISITDENVER,US-RI,Rhode Island,5848,33,0.56,49,0,41.603
274,BOBOS,US-OR,Oregon,5849,61,1.05,66,0,34.264
358,VISITDENVER,US-OH,Ohio,5851,28,0.48,60,0,42.346
356,STARFACE-MDG-TRADR,US-OK,Oklahoma,5852,70,1.2,60,0,117.046
182,ZIPRECRUITER-MDG-TRADR,US-AZ,Arizona,5853,0,0,127,0,123.972
358,VISITDENVER,US-VA,Virginia,5855,10,0.17,31,0,38.604
274,BOBOS,US-RI,Rhode Island,5861,73,1.25,72,150.9,43.148
358,VISITDENVER,US-CO,Colorado,5863,14,0.24,11,0,36.89
381,MODERNTREASURY-MDG-TRADR,US-FL,Florida,5865,37,0.63,33,0,135.086
256,SHEEX-MDG-TRADR,US-ID,Idaho,5869,123,2.1,32,0,63.624
358,VISITDENVER,US-MA,Massachusetts,5869,34,0.58,43,0,39.522
358,VISITDENVER,US-NE,Nebraska,5870,9,0.15,24,0,24.852
49,FJALLRAVEN,US-WA,Washington,5870,235,4.01,106,885.85,51.198
182,ZIPRECRUITER-MDG-TRADR,US-FL,Florida,5873,0,0,198,0,123.399
358,VISITDENVER,US-FL,Florida,5873,28,0.48,33,0,30.567
358,VISITDENVER,US-NJ,New Jersey,5873,30,0.51,50,0,28.487
182,ZIPRECRUITER-MDG-TRADR,US-WI,Wisconsin,5873,0,0,81,0,124.77
358,VISITDENVER,US-PA,Pennsylvania,5874,23,0.39,46,0,33.499
358,VISITDENVER,US-TX,Texas,5874,22,0.37,32,0,37.409
358,VISITDENVER,US-MI,Michigan,5875,20,0.34,65,0,41.749
358,VISITDENVER,US-OK,Oklahoma,5877,32,0.54,42,0,43.328
358,VISITDENVER,US-PA,Pennsylvania,5877,46,0.78,65,0,37.745
359,THEGREAT,US-IN,Indiana,5879,327,5.56,4,1068.03,49.112
358,VISITDENVER,US-MI,Michigan,5879,17,0.29,46,0,43.041
358,VISITDENVER,US-IA,Iowa,5880,20,0.34,48,0,35.999
358,VISITDENVER,US-MS,Mississippi,5880,16,0.27,31,0,58.544
256,SHEEX-MDG-TRADR,US-RI,Rhode Island,5880,223,3.79,46,0,68.918
174,POSITEC-WORX-TRADR,US-AZ,Arizona,5882,38,0.65,96,611.48,54.697
182,ZIPRECRUITER-MDG-TRADR,US-CA,California,5882,0,0,117,0,124.42
358,VISITDENVER,US-PA,Pennsylvania,5882,25,0.43,45,0,31.622
49,FJALLRAVEN,US-CA,California,5884,164,2.78,68,1238.53,47.057
358,VISITDENVER,US-IL,Illinois,5886,32,0.54,64,0,44.972
358,VISITDENVER,US-MI,Michigan,5887,19,0.32,23,0,35.263
252,SMARTBIZ-MDG-TRADR,US-WA,Washington,5888,16,0.27,17,0,130.697
174,POSITEC-WORX-TRADR,US-VA,Virginia,5890,186,3.16,119,783.64,36.604
358,VISITDENVER,US-KS,Kansas,5891,30,0.51,31,0,35.666
358,VISITDENVER,US-WI,Wisconsin,5891,24,0.41,51,0,33.963
298,ANON,US-IL,Illinois,5892,20,0.35,16,425.74,51.406
174,POSITEC-WORX-TRADR,US-WA,Washington,5892,45,0.77,105,496.48,45.224
358,VISITDENVER,US-NC,North Carolina,5895,38,0.64,73,0,44.768
216,ROYAL ROBBINS,US-AZ,Arizona,5897,235,3.98,281,6234.29,40.957
358,VISITDENVER,US-ID,Idaho,5897,13,0.22,38,0,37.226
359,THEGREAT,US-CA,California,5898,354,6,11,5231.5,66.897
382,FILSON,US-CA,California,5898,26,0.44,12,0,81.821
358,VISITDENVER,US-IN,Indiana,5898,32,0.54,71,0,28.641
358,VISITDENVER,US-LA,Louisiana,5899,18,0.31,24,0,65.172
174,POSITEC-WORX-TRADR,US-CA,California,5900,67,1.14,111,676.68,35.662
356,STARFACE-MDG-TRADR,US-WA,Washington,5900,72,1.22,87,0,105.927
358,VISITDENVER,US-MA,Massachusetts,5901,19,0.32,47,0,36.233
382,FILSON,US-SC,South Carolina,5903,391,6.62,85,275,136.336
356,STARFACE-MDG-TRADR,US-CA,California,5904,72,1.22,60,0,107.94
358,VISITDENVER,US-NY,New York,5905,9,0.15,18,0,43.123
356,STARFACE-MDG-TRADR,US-CO,Colorado,5906,68,1.15,61,0,88.921
358,VISITDENVER,US-MA,Massachusetts,5906,13,0.22,35,0,36.438
358,VISITDENVER,US-NJ,New Jersey,5908,11,0.19,18,0,64.159
358,VISITDENVER,US-AL,Alabama,5909,17,0.29,26,0,24.038
358,VISITDENVER,US-NE,Nebraska,5910,11,0.19,21,0,26.968
252,SMARTBIZ-MDG-TRADR,US-SC,South Carolina,5911,41,0.69,167,0,105.133
174,POSITEC-WORX-TRADR,US-MI,Michigan,5912,167,2.82,233,2152.21,29.39
358,VISITDENVER,US-MD,Maryland,5913,36,0.61,58,0,54.312
382,FILSON,US-FL,Florida,5916,130,2.19,34,700,140.371
358,VISITDENVER,US-MD,Maryland,5916,24,0.41,43,0,32.383
174,POSITEC-WORX-TRADR,US-TX,Texas,5918,97,1.64,85,490.49,27.617
381,MODERNTREASURY-MDG-TRADR,US-NC,North Carolina,5919,43,0.73,45,0,143.687
358,VISITDENVER,US-MN,Minnesota,5923,27,0.46,55,0,31.639
358,VISITDENVER,US-IL,Illinois,5924,20,0.34,37,0,43.294
358,VISITDENVER,US-MT,Montana,5924,23,0.39,28,0,45.955
174,POSITEC-WORX-TRADR,US-AR,Arkansas,5925,272,4.6,177,1053.03,59.891
274,BOBOS,US-UT,Utah,5926,39,0.66,57,29.88,47.737
358,VISITDENVER,US-OR,Oregon,5930,34,0.57,60,0,35.979
295,BENCHMADE,US-OR,Oregon,5930,16,0.27,13,0,34.804
274,BOBOS,US-AZ,Arizona,5933,57,0.96,77,0,40.055
256,SHEEX-MDG-TRADR,US-TX,Texas,5933,73,1.23,27,0,59.761
256,SHEEX-MDG-TRADR,US-SC,South Carolina,5934,215,3.62,51,123,74.003
295,BENCHMADE,US-CA,California,5935,13,0.22,20,0,28.13
381,MODERNTREASURY-MDG-TRADR,US-NJ,New Jersey,5937,47,0.79,53,0,140.612
49,FJALLRAVEN,US-TX,Texas,5937,347,5.85,132,3464.58,57.076
295,BENCHMADE,US-ME,Maine,5938,11,0.19,17,10,19.206
174,POSITEC-WORX-TRADR,US-CT,Connecticut,5939,171,2.87,102,406.58,59.536
182,ZIPRECRUITER-MDG-TRADR,US-AR,Arkansas,5941,0,0,112,0,126.705
252,SMARTBIZ-MDG-TRADR,US-CT,Connecticut,5946,5,0.08,8,0,145.771
364,SCOOTER-KARSHHAGAN,US-NC,North Carolina,5947,142,2.39,49,0,123.684
274,BOBOS,US-VA,Virginia,5948,98,1.64,105,228.45,44.013
358,VISITDENVER,US-PA,Pennsylvania,5949,26,0.44,49,0,35.485
385,DUKECANNON,US-NC,North Carolina,5951,1028,17.27,411,823.71,145.588
382,FILSON,US-WI,Wisconsin,5951,557,9.36,154,135,138.844
358,VISITDENVER,US-CA,California,5952,17,0.29,29,0,26.593
49,FJALLRAVEN,US-TX,Texas,5952,274,4.61,145,4503.41,55.041
182,ZIPRECRUITER-MDG-TRADR,US-WA,Washington,5956,0,0,108,0,124.348
174,POSITEC-WORX-TRADR,US-OH,Ohio,5958,81,1.36,98,229.37,38.509
358,VISITDENVER,US-OH,Ohio,5962,27,0.45,40,0,51.622
358,VISITDENVER,US-PA,Pennsylvania,5962,47,0.79,84,0,41.425
182,ZIPRECRUITER-MDG-TRADR,US-IN,Indiana,5963,0,0,93,0,127.591
381,MODERNTREASURY-MDG-TRADR,US-CT,Connecticut,5965,25,0.42,33,0,155.25
358,VISITDENVER,US-MI,Michigan,5965,19,0.32,51,0,42.63
174,POSITEC-WORX-TRADR,US-SC,South Carolina,5965,147,2.46,99,1747.02,73.297
382,FILSON,US-AZ,Arizona,5966,256,4.29,52,62.03,115.681
390,JobsOhio,US-OH,Ohio,5966,8,0.13,37,0,28.613
358,VISITDENVER,US-NH,New Hampshire,5969,8,0.13,10,0,18.488
256,SHEEX-MDG-TRADR,US-UT,Utah,5970,107,1.79,57,0,68.736
358,VISITDENVER,US-CA,California,5972,14,0.23,22,0,30.167
252,SMARTBIZ-MDG-TRADR,US-AZ,Arizona,5973,63,1.05,78,0,111.004
174,POSITEC-WORX-TRADR,US-CA,California,5973,158,2.64,118,599.78,58.943
358,VISITDENVER,US-FL,Florida,5973,43,0.72,74,0,40.957
252,SMARTBIZ-MDG-TRADR,US-SC,South Carolina,5975,11,0.18,25,0,176.083
174,POSITEC-WORX-TRADR,US-CA,California,5977,73,1.23,184,1829.36,34.41
358,VISITDENVER,US-CA,California,5977,10,0.17,13,0,26.686
182,ZIPRECRUITER-MDG-TRADR,US-GA,Georgia,5977,0,0,132,0,123.709
358,VISITDENVER,US-MS,Mississippi,5979,24,0.4,53,0,52.088
274,BOBOS,US-CO,Colorado,5981,42,0.7,55,0,47.809
358,VISITDENVER,US-OH,Ohio,5982,36,0.6,70,0,34.272
174,POSITEC-WORX-TRADR,US-MI,Michigan,5983,223,3.72,157,569.85,36.408
358,VISITDENVER,US-IN,Indiana,5987,26,0.43,45,0,32.763
274,BOBOS,US-MD,Maryland,5987,76,1.27,65,119.52,48.598
349,WINE ENTHUSIAST,US-FL,Florida,5989,14,0.24,4,1199,36.435
174,POSITEC-WORX-TRADR,US-OH,Ohio,5989,718,12,274,2314.1,28.003
252,SMARTBIZ-MDG-TRADR,US-FL,Florida,5992,27,0.45,29,0,140.888
358,VISITDENVER,US-SC,South Carolina,5992,34,0.57,58,0,40.223
174,POSITEC-WORX-TRADR,US-PA,Pennsylvania,5994,112,1.87,141,604.52,44.389
351,PINNACLEBANK&BOC-KARSHHAGAN,US-WY,Wyoming,5994,8,0.13,10,0,41.998
182,ZIPRECRUITER-MDG-TRADR,US-CA,California,5996,0,0,92,0,129.443
358,VISITDENVER,US-ME,Maine,5997,21,0.35,28,0,40.813
182,ZIPRECRUITER-MDG-TRADR,US-AR,Arkansas,5998,0,0,167,0,129.269
358,VISITDENVER,US-CT,Connecticut,5998,37,0.62,64,0,42.703
49,FJALLRAVEN,CA-AB,Alberta,6000,423,7.06,247,9790.58,84.765
295,BENCHMADE,US-CO,Colorado,6000,9,0.15,31,0,35.656
358,VISITDENVER,US-MI,Michigan,6000,36,0.6,74,0,38.514
351,PINNACLEBANK&BOC-KARSHHAGAN,US-WY,Wyoming,6001,5,0.09,10,0,58.807
274,BOBOS,US-ME,Maine,6003,34,0.56,65,71.73,54.305
382,FILSON,US-NY,New York,6003,332,5.53,108,725,127.428
174,POSITEC-WORX-TRADR,US-SC,South Carolina,6003,182,3.04,256,2719.54,52.369
381,MODERNTREASURY-MDG-TRADR,US-FL,Florida,6005,32,0.53,49,0,146.814
274,BOBOS,US-CA,California,6006,67,1.11,67,76.27,38.712
182,ZIPRECRUITER-MDG-TRADR,US-MA,Massachusetts,6013,1,0.02,146,0,128.245
358,VISITDENVER,US-CO,Colorado,6014,19,0.32,20,0,35.533
49,FJALLRAVEN,US-KS,Kansas,6015,154,2.57,111,526.78,55.09
358,VISITDENVER,US-MA,Massachusetts,6017,5,0.08,23,0,35.422
358,VISITDENVER,US-MI,Michigan,6017,21,0.35,36,0,28.879
358,VISITDENVER,US-IL,Illinois,6018,17,0.28,33,0,41.951
381,MODERNTREASURY-MDG-TRADR,US-PA,Pennsylvania,6018,34,0.56,46,0,145.399
174,POSITEC-WORX-TRADR,US-VA,Virginia,6018,260,4.32,167,3114.05,52.945
326,7Mesh,CA-BC,British Columbia,6019,396,6.58,249,1250.16,42.533
349,WINE ENTHUSIAST,US-CA,California,6020,14,0.23,3,0,37.232
358,VISITDENVER,US-PA,Pennsylvania,6020,27,0.45,43,0,40.158
325,STAUD,US-NJ,New Jersey,6021,107,1.77,294,0,112.832
358,VISITDENVER,US-VA,Virginia,6022,15,0.25,36,0,42.2
174,POSITEC-WORX-TRADR,US-CA,California,6024,84,1.39,134,699.2,48.637
358,VISITDENVER,US-IN,Indiana,6025,16,0.27,26,0,36.528
381,MODERNTREASURY-MDG-TRADR,US-IA,Iowa,6027,44,0.73,49,0,130.062
358,VISITDENVER,US-RI,Rhode Island,6029,27,0.45,55,0,28.481
49,FJALLRAVEN,US-WY,Wyoming,6029,51,0.84,51,642.04,50.886
358,VISITDENVER,US-OK,Oklahoma,6031,25,0.41,40,0,55.987
358,VISITDENVER,US-VT,Vermont,6032,32,0.53,41,0,36.501
358,VISITDENVER,US-TX,Texas,6033,17,0.28,21,0,45.273
49,FJALLRAVEN,US-CA,California,6035,280,4.65,136,1999.44,51.764
358,VISITDENVER,US-CA,California,6036,19,0.31,28,0,28.121
358,VISITDENVER,US-PA,Pennsylvania,6036,28,0.46,38,0,38.201
274,BOBOS,US-AZ,Arizona,6038,84,1.38,93,112.84,44.787
385,DUKECANNON,US-CA,California,6039,345,5.71,149,151,149.853
358,VISITDENVER,US-VT,Vermont,6040,34,0.56,39,0,30.281
358,VISITDENVER,US-FL,Florida,6041,27,0.45,46,0,59.106
295,BENCHMADE,US-KS,Kansas,6042,19,0.31,62,225.31,35.485
358,VISITDENVER,US-MA,Massachusetts,6042,35,0.58,68,0,41.671
358,VISITDENVER,US-OH,Ohio,6043,31,0.51,54,0,54.674
349,WINE ENTHUSIAST,US-CT,Connecticut,6045,13,0.22,6,0,30.283
174,POSITEC-WORX-TRADR,US-WA,Washington,6045,118,1.95,132,3281.23,60.515
174,POSITEC-WORX-TRADR,US-GA,Georgia,6046,315,5.21,101,1036.37,71.892
358,VISITDENVER,US-CT,Connecticut,6047,29,0.48,44,0,43.359
358,VISITDENVER,US-NE,Nebraska,6048,21,0.35,42,0,39.371
382,FILSON,US-NC,North Carolina,6055,166,2.74,36,0,140.442
358,VISITDENVER,US-RI,Rhode Island,6055,17,0.28,32,0,46.642
49,FJALLRAVEN,US-CA,California,6057,417,6.89,168,474.11,53.951
256,SHEEX-MDG-TRADR,US-OK,Oklahoma,6058,180,2.97,55,74.08,64.102
256,SHEEX-MDG-TRADR,US-WY,Wyoming,6058,77,1.28,30,0,65.221
182,ZIPRECRUITER-MDG-TRADR,US-AL,Alabama,6063,0,0,130,0,124.624
358,VISITDENVER,US-CT,Connecticut,6063,19,0.31,44,0,37.879
182,ZIPRECRUITER-MDG-TRADR,US-CA,California,6064,0,0,150,0,130.132
358,VISITDENVER,US-FL,Florida,6065,32,0.53,62,0,39.608
182,ZIPRECRUITER-MDG-TRADR,US-TN,Tennessee,6066,0,0,151,0,127.701
252,SMARTBIZ-MDG-TRADR,US-FL,Florida,6067,10,0.16,13,0,153.131
358,VISITDENVER,US-CT,Connecticut,6068,29,0.48,52,0,37.103
358,VISITDENVER,US-NY,New York,6068,1,0.02,7,0,33.466
358,VISITDENVER,US-MI,Michigan,6069,45,0.74,75,0,42.455
358,VISITDENVER,US-MI,Michigan,6070,19,0.31,32,0,20.986
382,FILSON,US-MT,Montana,6072,184,3.04,73,738,139.045
174,POSITEC-WORX-TRADR,US-NC,North Carolina,6072,230,3.79,227,1554.88,76.058
358,VISITDENVER,US-FL,Florida,6073,43,0.71,74,0,49.118
174,POSITEC-WORX-TRADR,US-CA,California,6074,150,2.47,137,99.99,64.512
358,VISITDENVER,US-FL,Florida,6077,24,0.39,38,0,36.698
49,FJALLRAVEN,US-KS,Kansas,6078,85,1.39,117,1606.5,56.628
174,POSITEC-WORX-TRADR,US-TN,Tennessee,6078,219,3.6,117,279.95,59.509
182,ZIPRECRUITER-MDG-TRADR,US-CA,California,6079,2,0.03,758,0,129.933
49,FJALLRAVEN,US-ID,Idaho,6080,163,2.67,118,1419.85,64.487
174,POSITEC-WORX-TRADR,US-IL,Illinois,6081,214,3.51,237,1154.75,43.822
358,VISITDENVER,US-IL,Illinois,6082,22,0.36,44,0,30.559
