Advertiser,Advertiser Name,Region,Region Name,Imps,Clicks
381,MODERNTREASURY-MDG-TRADR,US-PA,Pennsylvania,6018,34
174,POSITEC-WORX-TRADR,US-VA,Virginia,6018,260
326,7Mesh,CA-BC,British Columbia,6019,396
349,WINE ENTHUSIAST,US-CA,California,6020,14
358,VISITDENVER,US-PA,Pennsylvania,6020,27
325,STAUD,US-NJ,New Jersey,6021,107
358,VISITDENVER,US-VA,Virginia,6022,15
174,POSITEC-WORX-TRADR,US-CA,California,6024,84
358,VISITDENVER,US-IN,Indiana,6025,16
381,MODERNTREASURY-MDG-TRADR,US-IA,Iowa,6027,44
358,VISITDENVER,US-RI,Rhode Island,6029,27
49,FJALLRAVEN,US-WY,Wyoming,6029,51
358,VISITDENVER,US-OK,Oklahoma,6031,25
358,VISITDENVER,US-VT,Vermont,6032,32
358,VISITDENVER,US-TX,Texas,6033,17
49,FJALLRAVEN,US-CA,California,6035,280
358,VISITDENVER,US-CA,California,6036,19
358,VISITDENVER,US-PA,Pennsylvania,6036,28
274,BOBOS,US-AZ,Arizona,6038,84
385,DUKECANNON,US-CA,California,6039,345
358,VISITDENVER,US-VT,Vermont,6040,34
358,VISITDENVER,US-FL,Florida,6041,27
295,BENCHMADE,US-KS,Kansas,6042,19
358,VISITDENVER,US-MA,Massachusetts,6042,35
358,VISITDENVER,US-OH,Ohio,6043,31
349,WINE ENTHUSIAST,US-CT,Connecticut,6045,13
174,POSITEC-WORX-TRADR,US-WA,Washington,6045,118
174,POSITEC-WORX-TRADR,US-GA,Georgia,6046,315
358,VISITDENVER,US-CT,Connecticut,6047,29
358,VISITDENVER,US-NE,Nebraska,6048,21
382,FILSON,US-NC,North Carolina,6055,166
358,VISITDENVER,US-RI,Rhode Island,6055,17
49,FJALLRAVEN,US-CA,California,6057,417
256,SHEEX-MDG-TRADR,US-OK,Oklahoma,6058,180
256,SHEEX-MDG-TRADR,US-WY,Wyoming,6058,77
182,ZIPRECRUITER-MDG-TRADR,US-AL,Alabama,6063,0
358,VISITDENVER,US-CT,Connecticut,6063,19
182,ZIPRECRUITER-MDG-TRADR,US-CA,California,6064,0
358,VISITDENVER,US-FL,Florida,6065,32
182,ZIPRECRUITER-MDG-TRADR,US-TN,Tennessee,6066,0
252,SMARTBIZ-MDG-TRADR,US-FL,Florida,6067,10
358,VISITDENVER,US-CT,Connecticut,6068,29
358,VISITDENVER,US-NY,New York,6068,1
358,VISITDENVER,US-MI,Michigan,6069,45
358,VISITDENVER,US-MI,Michigan,6070,19
382,FILSON,US-MT,Montana,6072,184
174,POSITEC-WORX-TRADR,US-NC,North Carolina,6072,230
358,VISITDENVER,US-FL,Florida,6073,43
174,POSITEC-WORX-TRADR,US-CA,California,6074,150
358,VISITDENVER,US-FL,Florida,6077,24
49,FJALLRAVEN,US-KS,Kansas,6078,85
174,POSITEC-WORX-TRADR,US-TN,Tennessee,6078,219
182,ZIPRECRUITER-MDG-TRADR,US-CA,California,6079,2
49,FJALLRAVEN,US-ID,Idaho,6080,163
174,POSITEC-WORX-TRADR,US-IL,Illinois,6081,214
358,VISITDENVER,US-IL,Illinois,6082,22
174,POSITEC-WORX-TRADR,US-MA,Massachusetts,6082,309
49,FJALLRAVEN,US-UT,Utah,6084,198
358,VISITDENVER,US-CO,Colorado,6087,19
174,POSITEC-WORX-TRADR,US-HI,Hawaii,6087,14
358,VISITDENVER,US-RI,Rhode Island,6087,18
358,VISITDENVER,US-NJ,New Jersey,6090,16
382,FILSON,US-TX,Texas,6090,245
358,VISITDENVER,US-PA,Pennsylvania,6095,29
252,SMARTBIZ-MDG-TRADR,US-UT,Utah,6096,19
274,BOBOS,US-CO,Colorado,6099,29
358,VISITDENVER,US-VA,Virginia,6100,28
358,VISITDENVER,US-MA,Massachusetts,6101,25
358,VISITDENVER,US-CA,California,6102,12
385,DUKECANNON,US-FL,Florida,6103,475
174,POSITEC-WORX-TRADR,US-ME,Maine,6103,97
358,VISITDENVER,US-NY,New York,6103,21
351,PINNACLEBANK&BOC-KARSHHAGAN,US-NE,Nebraska,6104,11
358,VISITDENVER,US-ID,Idaho,6106,23
182,ZIPRECRUITER-MDG-TRADR,US-CT,Connecticut,6107,0
381,MODERNTREASURY-MDG-TRADR,US-OR,Oregon,6107,68
358,VISITDENVER,US-PA,Pennsylvania,6107,23
358,VISITDENVER,US-GA,Georgia,6109,27
358,VISITDENVER,US-NY,New York,6109,8
358,VISITDENVER,US-TX,Texas,6109,21
385,DUKECANNON,US-MO,Missouri,6111,445
358,VISITDENVER,US-CA,California,6113,14
382,FILSON,US-GA,Georgia,6113,291
345,NORTHERNLIGHTSHEALTH-KARSHHAGAN,US-ME,Maine,6113,78
358,VISITDENVER,US-RI,Rhode Island,6114,25
358,VISITDENVER,US-TX,Texas,6114,23
358,VISITDENVER,US-WA,Washington,6114,19
325,STAUD,US-CO,Colorado,6117,181
252,SMARTBIZ-MDG-TRADR,US-DE,Delaware,6117,14
358,VISITDENVER,US-MD,Maryland,6117,8
358,VISITDENVER,US-MT,Montana,6117,8
174,POSITEC-WORX-TRADR,US-HI,Hawaii,6118,22
358,VISITDENVER,US-MD,Maryland,6118,14
182,ZIPRECRUITER-MDG-TRADR,US-FL,Florida,6119,1
358,VISITDENVER,US-AL,Alabama,6121,24
252,SMARTBIZ-MDG-TRADR,US-TX,Texas,6122,25
381,MODERNTREASURY-MDG-TRADR,US-MI,Michigan,6123,75
385,DUKECANNON,US-OH,Ohio,6124,530
358,VISITDENVER,US-UT,Utah,6127,34
358,VISITDENVER,US-IN,Indiana,6128,26
174,POSITEC-WORX-TRADR,US-CA,California,6129,110
382,FILSON,US-RI,Rhode Island,6129,321
349,WINE ENTHUSIAST,US-CA,California,6130,14
359,THEGREAT,US-NY,New York,6130,261
382,FILSON,US-TX,Texas,6130,202
182,ZIPRECRUITER-MDG-TRADR,US-MI,Michigan,6137,0
252,SMARTBIZ-MDG-TRADR,US-VA,Virginia,6141,34
358,VISITDENVER,US-PA,Pennsylvania,6143,27
358,VISITDENVER,US-NJ,New Jersey,6145,13
382,FILSON,US-CO,Colorado,6146,80
358,VISITDENVER,US-IL,Illinois,6146,16
358,VISITDENVER,US-OH,Ohio,6147,31
358,VISITDENVER,US-CA,California,6148,15
358,VISITDENVER,US-MO,Missouri,6149,26
295,BENCHMADE,US-CO,Colorado,6151,9
49,FJALLRAVEN,US-MD,Maryland,6152,640
182,ZIPRECRUITER-MDG-TRADR,US-NC,North Carolina,6156,1
174,POSITEC-WORX-TRADR,US-TN,Tennessee,6156,260
174,POSITEC-WORX-TRADR,US-IL,Illinois,6159,284
382,FILSON,US-ME,Maine,6161,225
256,SHEEX-MDG-TRADR,US-NM,New Mexico,6161,162
358,VISITDENVER,US-WA,Washington,6161,15
378,RUX,CA-BC,British Columbia,6162,512
325,STAUD,US-TX,Texas,6162,1040
301,BURTON,US-CO,Colorado,6163,12
358,VISITDENVER,US-AZ,Arizona,6166,31
174,POSITEC-WORX-TRADR,US-OH,Ohio,6166,221
358,VISITDENVER,US-OK,Oklahoma,6166,24
182,ZIPRECRUITER-MDG-TRADR,US-TX,Texas,6166,0
174,POSITEC-WORX-TRADR,US-ID,Idaho,6167,57
358,VISITDENVER,US-NC,North Carolina,6168,15
358,VISITDENVER,US-MS,Mississippi,6170,39
182,ZIPRECRUITER-MDG-TRADR,US-GA,Georgia,6172,0
358,VISITDENVER,US-IL,Illinois,6173,15
358,VISITDENVER,US-AR,Arkansas,6174,18
256,SHEEX-MDG-TRADR,US-MO,Missouri,6174,157
358,VISITDENVER,US-MN,Minnesota,6176,37
349,WINE ENTHUSIAST,US-NV,Nevada,6176,11
174,POSITEC-WORX-TRADR,US-MI,Michigan,6177,158
174,POSITEC-WORX-TRADR,US-NY,New York,6178,361
358,VISITDENVER,US-CA,California,6179,14
358,VISITDENVER,US-NJ,New Jersey,6182,38
49,FJALLRAVEN,US-MO,Missouri,6187,184
182,ZIPRECRUITER-MDG-TRADR,US-VA,Virginia,6187,1
49,FJALLRAVEN,US-NY,New York,6188,322
358,VISITDENVER,US-IL,Illinois,6189,24
358,VISITDENVER,US-NC,North Carolina,6189,15
358,VISITDENVER,US-HI,Hawaii,6191,16
349,WINE ENTHUSIAST,US-CA,California,6192,9
345,NORTHERNLIGHTSHEALTH-KARSHHAGAN,US-ME,Maine,6192,339
274,BOBOS,US-TN,Tennessee,6197,93
359,THEGREAT,US-MT,Montana,6199,32
182,ZIPRECRUITER-MDG-TRADR,US-VA,Virginia,6199,0
358,VISITDENVER,US-WI,Wisconsin,6200,22
382,FILSON,US-SC,South Carolina,6202,311
382,FILSON,US-AL,Alabama,6206,258
381,MODERNTREASURY-MDG-TRADR,US-SC,South Carolina,6206,53
358,VISITDENVER,US-OH,Ohio,6208,29
174,POSITEC-WORX-TRADR,US-NE,Nebraska,6209,102
381,MODERNTREASURY-MDG-TRADR,US-MD,Maryland,6211,49
358,VISITDENVER,US-TN,Tennessee,6211,25
358,VISITDENVER,US-NY,New York,6213,20
358,VISITDENVER,US-TX,Texas,6213,26
182,ZIPRECRUITER-MDG-TRADR,US-FL,Florida,6217,0
182,ZIPRECRUITER-MDG-TRADR,US-TX,Texas,6217,0
252,SMARTBIZ-MDG-TRADR,US-KY,Kentucky,6221,9
358,VISITDENVER,US-KS,Kansas,6226,26
382,FILSON,US-WV,West Virginia,6226,172
358,VISITDENVER,US-PA,Pennsylvania,6227,34
358,VISITDENVER,US-WI,Wisconsin,6229,25
174,POSITEC-WORX-TRADR,US-FL,Florida,6231,261
182,ZIPRECRUITER-MDG-TRADR,US-TX,Texas,6236,0
256,SHEEX-MDG-TRADR,US-CO,Colorado,6238,142
174,POSITEC-WORX-TRADR,US-AZ,Arizona,6239,68
182,ZIPRECRUITER-MDG-TRADR,US-CA,California,6239,0
358,VISITDENVER,US-IL,Illinois,6240,26
256,SHEEX-MDG-TRADR,US-TN,Tennessee,6241,195
351,PINNACLEBANK&BOC-KARSHHAGAN,US-NE,Nebraska,6242,81
252,SMARTBIZ-MDG-TRADR,US-TX,Texas,6242,8
382,FILSON,US-DE,Delaware,6245,181
381,MODERNTREASURY-MDG-TRADR,US-VA,Virginia,6245,68
358,VISITDENVER,US-KY,Kentucky,6247,29
174,POSITEC-WORX-TRADR,US-NJ,New Jersey,6247,306
252,SMARTBIZ-MDG-TRADR,US-FL,Florida,6249,20
252,SMARTBIZ-MDG-TRADR,US-LA,Louisiana,6250,15
252,SMARTBIZ-MDG-TRADR,US-FL,Florida,6251,26
174,POSITEC-WORX-TRADR,US-MD,Maryland,6252,395
174,POSITEC-WORX-TRADR,US-IA,Iowa,6253,263
358,VISITDENVER,US-NE,Nebraska,6253,16
256,SHEEX-MDG-TRADR,US-NC,North Carolina,6254,256
358,VISITDENVER,US-KS,Kansas,6255,29
358,VISITDENVER,US-MI,Michigan,6256,28
358,VISITDENVER,US-NY,New York,6257,23
49,FJALLRAVEN,CA-ON,Ontario,6257,495
358,VISITDENVER,US-NJ,New Jersey,6259,25
358,VISITDENVER,US-PA,Pennsylvania,6259,29
358,VISITDENVER,US-OH,Ohio,6260,24
49,FJALLRAVEN,US-CO,Colorado,6265,93
182,ZIPRECRUITER-MDG-TRADR,US-TX,Texas,6265,0
358,VISITDENVER,US-NH,New Hampshire,6269,49
382,FILSON,US-FL,Florida,6272,95
358,VISITDENVER,US-PA,Pennsylvania,6273,28
252,SMARTBIZ-MDG-TRADR,US-VA,Virginia,6274,33
256,SHEEX-MDG-TRADR,US-TX,Texas,6275,158
358,VISITDENVER,US-IA,Iowa,6278,14
358,VISITDENVER,US-MI,Michigan,6280,32
358,VISITDENVER,US-MI,Michigan,6280,22
358,VISITDENVER,US-NY,New York,6280,19
174,POSITEC-WORX-TRADR,US-TN,Tennessee,6280,297
358,VISITDENVER,US-IN,Indiana,6283,36
382,FILSON,US-MT,Montana,6286,457
358,VISITDENVER,US-ME,Maine,6287,20
274,BOBOS,US-HI,Hawaii,6288,31
182,ZIPRECRUITER-MDG-TRADR,US-OH,Ohio,6288,0
358,VISITDENVER,US-NM,New Mexico,6290,21
358,VISITDENVER,US-KS,Kansas,6291,22
274,BOBOS,US-TX,Texas,6292,3
358,VISITDENVER,US-TX,Texas,6294,25
358,VISITDENVER,US-IN,Indiana,6295,26
358,VISITDENVER,US-IN,Indiana,6296,61
358,VISITDENVER,US-TN,Tennessee,6296,29
364,SCOOTER-KARSHHAGAN,US-IL,Illinois,6298,54
358,VISITDENVER,US-OK,Oklahoma,6299,26
382,FILSON,US-UT,Utah,6299,149
358,VISITDENVER,US-MA,Massachusetts,6303,28
174,POSITEC-WORX-TRADR,US-TX,Texas,6305,298
359,THEGREAT,US-CA,California,6306,293
382,FILSON,US-OR,Oregon,6307,276
174,POSITEC-WORX-TRADR,US-FL,Florida,6308,387
358,VISITDENVER,US-IN,Indiana,6308,22
182,ZIPRECRUITER-MDG-TRADR,US-CO,Colorado,6309,0
49,FJALLRAVEN,US-AL,Alabama,6312,335
345,NORTHERNLIGHTSHEALTH-KARSHHAGAN,US-ME,Maine,6312,59
358,VISITDENVER,US-NJ,New Jersey,6313,10
174,POSITEC-WORX-TRADR,US-PA,Pennsylvania,6313,348
382,FILSON,US-FL,Florida,6316,105
358,VISITDENVER,US-NY,New York,6316,36
358,VISITDENVER,US-IN,Indiana,6317,15
359,THEGREAT,US-OH,Ohio,6317,507
358,VISITDENVER,US-NY,New York,6319,14
358,VISITDENVER,US-AZ,Arizona,6320,17
358,VISITDENVER,US-MA,Massachusetts,6320,22
256,SHEEX-MDG-TRADR,US-FL,Florida,6321,254
49,FJALLRAVEN,US-CT,Connecticut,6322,356
174,POSITEC-WORX-TRADR,US-FL,Florida,6325,434
349,WINE ENTHUSIAST,US-FL,Florida,6326,10
358,VISITDENVER,US-MD,Maryland,6327,16
216,ROYAL ROBBINS,US-DC,District of Columbia,6330,340
358,VISITDENVER,US-SD,South Dakota,6331,24
256,SHEEX-MDG-TRADR,US-MI,Michigan,6333,160
49,FJALLRAVEN,US-CA,California,6334,222
358,VISITDENVER,US-WY,Wyoming,6334,12
358,VISITDENVER,US-MA,Massachusetts,6336,26
358,VISITDENVER,US-MS,Mississippi,6336,22
274,BOBOS,US-PA,Pennsylvania,6336,98
358,VISITDENVER,US-PA,Pennsylvania,6337,29
174,POSITEC-WORX-TRADR,US-TX,Texas,6337,129
174,POSITEC-WORX-TRADR,US-MA,Massachusetts,6338,21
174,POSITEC-WORX-TRADR,US-MI,Michigan,6342,211
256,SHEEX-MDG-TRADR,US-NC,North Carolina,6342,215
182,ZIPRECRUITER-MDG-TRADR,US-OH,Ohio,6342,0
49,FJALLRAVEN,US-MD,Maryland,6344,616
381,MODERNTREASURY-MDG-TRADR,US-FL,Florida,6345,41
381,MODERNTREASURY-MDG-TRADR,US-VA,Virginia,6345,68
358,VISITDENVER,US-IL,Illinois,6347,24
358,VISITDENVER,US-MI,Michigan,6347,39
358,VISITDENVER,US-CO,Colorado,6348,17
358,VISITDENVER,US-TN,Tennessee,6348,34
252,SMARTBIZ-MDG-TRADR,US-VA,Virginia,6348,15
351,PINNACLEBANK&BOC-KARSHHAGAN,US-CA,California,6351,250
358,VISITDENVER,US-KS,Kansas,6352,18
174,POSITEC-WORX-TRADR,US-DE,Delaware,6356,217
358,VISITDENVER,US-NY,New York,6359,19
358,VISITDENVER,US-NE,Nebraska,6360,0
182,ZIPRECRUITER-MDG-TRADR,US-ID,Idaho,6363,0
49,FJALLRAVEN,US-VT,Vermont,6367,231
358,VISITDENVER,US-TX,Texas,6369,31
174,POSITEC-WORX-TRADR,US-AZ,Arizona,6374,109
358,VISITDENVER,US-CA,California,6374,7
182,ZIPRECRUITER-MDG-TRADR,US-NV,Nevada,6374,0
174,POSITEC-WORX-TRADR,US-NV,Nevada,6375,69
49,FJALLRAVEN,US-AZ,Arizona,6376,53
364,SCOOTER-KARSHHAGAN,US-NC,North Carolina,6376,103
49,FJALLRAVEN,CA-BC,British Columbia,6378,183
256,SHEEX-MDG-TRADR,US-CO,Colorado,6378,68
174,POSITEC-WORX-TRADR,US-MO,Missouri,6380,158
345,NORTHERNLIGHTSHEALTH-KARSHHAGAN,US-ME,Maine,6382,78
358,VISITDENVER,US-CA,California,6388,21
358,VISITDENVER,US-MO,Missouri,6390,19
358,VISITDENVER,US-MO,Missouri,6390,41
174,POSITEC-WORX-TRADR,US-OH,Ohio,6390,280
49,FJALLRAVEN,US-NC,North Carolina,6391,579
174,POSITEC-WORX-TRADR,US-TX,Texas,6391,96
274,BOBOS,US-HI,Hawaii,6392,28
358,VISITDENVER,US-MI,Michigan,6392,36
252,SMARTBIZ-MDG-TRADR,US-CT,Connecticut,6393,52
358,VISITDENVER,US-NM,New Mexico,6395,24
358,VISITDENVER,US-TX,Texas,6395,12
381,MODERNTREASURY-MDG-TRADR,US-CA,California,6399,57
274,BOBOS,US-NC,North Carolina,6400,91
174,POSITEC-WORX-TRADR,US-AL,Alabama,6402,360
252,SMARTBIZ-MDG-TRADR,US-MI,Michigan,6402,23
358,VISITDENVER,US-MN,Minnesota,6406,32
358,VISITDENVER,US-IL,Illinois,6407,28
252,SMARTBIZ-MDG-TRADR,US-FL,Florida,6408,8
174,POSITEC-WORX-TRADR,US-TX,Texas,6412,127
174,POSITEC-WORX-TRADR,US-AL,Alabama,6414,294
174,POSITEC-WORX-TRADR,US-CA,California,6415,138
358,VISITDENVER,US-OH,Ohio,6415,26
358,VISITDENVER,US-IN,Indiana,6417,29
345,NORTHERNLIGHTSHEALTH-KARSHHAGAN,US-NH,New Hampshire,6417,38
358,VISITDENVER,US-OR,Oregon,6419,18
174,POSITEC-WORX-TRADR,US-NC,North Carolina,6422,167
182,ZIPRECRUITER-MDG-TRADR,US-CA,California,6424,0
252,SMARTBIZ-MDG-TRADR,US-TX,Texas,6424,13
49,FJALLRAVEN,US-CO,Colorado,6426,95
382,FILSON,US-KS,Kansas,6426,347
358,VISITDENVER,US-MO,Missouri,6426,16
174,POSITEC-WORX-TRADR,US-CA,California,6429,102
358,VISITDENVER,US-WI,Wisconsin,6429,16
174,POSITEC-WORX-TRADR,US-MI,Michigan,6430,226
358,VISITDENVER,US-ME,Maine,6432,28
174,POSITEC-WORX-TRADR,US-SC,South Carolina,6432,347
358,VISITDENVER,US-FL,Florida,6433,32
358,VISITDENVER,US-AR,Arkansas,6434,32
358,VISITDENVER,US-OH,Ohio,6434,38
358,VISITDENVER,US-IN,Indiana,6435,24
174,POSITEC-WORX-TRADR,US-MD,Maryland,6435,174
385,DUKECANNON,US-MI,Michigan,6438,608
358,VISITDENVER,US-OH,Ohio,6438,22
182,ZIPRECRUITER-MDG-TRADR,US-TX,Texas,6438,0
182,ZIPRECRUITER-MDG-TRADR,US-NY,New York,6440,0
364,SCOOTER-KARSHHAGAN,US-TX,Texas,6442,179
382,FILSON,US-FL,Florida,6443,90
382,FILSON,US-ID,Idaho,6443,226
359,THEGREAT,US-WA,Washington,6443,86
351,PINNACLEBANK&BOC-KARSHHAGAN,US-WY,Wyoming,6443,13
358,VISITDENVER,US-FL,Florida,6446,43
358,VISITDENVER,US-CT,Connecticut,6447,21
364,SCOOTER-KARSHHAGAN,US-IA,Iowa,6447,86
256,SHEEX-MDG-TRADR,US-MI,Michigan,6447,133
385,DUKECANNON,US-PA,Pennsylvania,6448,709
358,VISITDENVER,US-AK,Alaska,6449,16
358,VISITDENVER,US-NJ,New Jersey,6449,13
252,SMARTBIZ-MDG-TRADR,US-NY,New York,6449,23
174,POSITEC-WORX-TRADR,US-CA,California,6452,165
358,VISITDENVER,US-NY,New York,6455,11
382,FILSON,US-UT,Utah,6455,200
381,MODERNTREASURY-MDG-TRADR,US-CA,California,6456,50
182,ZIPRECRUITER-MDG-TRADR,US-FL,Florida,6456,0
358,VISITDENVER,US-MN,Minnesota,6456,19
49,FJALLRAVEN,CA-ON,Ontario,6457,493
49,FJALLRAVEN,CA-BC,British Columbia,6458,283
174,POSITEC-WORX-TRADR,US-MI,Michigan,6461,590
174,POSITEC-WORX-TRADR,US-FL,Florida,6462,284
358,VISITDENVER,US-CA,California,6463,17
358,VISITDENVER,US-WI,Wisconsin,6465,36
252,SMARTBIZ-MDG-TRADR,US-SC,South Carolina,6472,20
381,MODERNTREASURY-MDG-TRADR,US-AZ,Arizona,6475,40
358,VISITDENVER,US-IL,Illinois,6477,22
174,POSITEC-WORX-TRADR,US-IN,Indiana,6477,369
256,SHEEX-MDG-TRADR,US-WA,Washington,6477,1810
182,ZIPRECRUITER-MDG-TRADR,US-FL,Florida,6478,0
182,ZIPRECRUITER-MDG-TRADR,US-IL,Illinois,6479,0
358,VISITDENVER,US-TN,Tennessee,6479,21
358,VISITDENVER,US-NC,North Carolina,6480,20
182,ZIPRECRUITER-MDG-TRADR,US-NC,North Carolina,6485,0
358,VISITDENVER,US-AL,Alabama,6487,20
256,SHEEX-MDG-TRADR,US-LA,Louisiana,6489,221
381,MODERNTREASURY-MDG-TRADR,US-VA,Virginia,6490,103
182,ZIPRECRUITER-MDG-TRADR,US-WI,Wisconsin,6491,0
349,WINE ENTHUSIAST,US-AZ,Arizona,6494,21
295,BENCHMADE,US-MI,Michigan,6494,21
349,WINE ENTHUSIAST,US-SC,South Carolina,6494,3
252,SMARTBIZ-MDG-TRADR,US-AL,Alabama,6495,72
182,ZIPRECRUITER-MDG-TRADR,US-IL,Illinois,6495,0
325,STAUD,US-MO,Missouri,6496,691
174,POSITEC-WORX-TRADR,US-OR,Oregon,6498,57
349,WINE ENTHUSIAST,US-AK,Alaska,6502,16
358,VISITDENVER,US-DE,Delaware,6502,38
256,SHEEX-MDG-TRADR,US-KS,Kansas,6503,158
325,STAUD,US-TX,Texas,6504,1234
358,VISITDENVER,US-IL,Illinois,6507,21
381,MODERNTREASURY-MDG-TRADR,US-KS,Kansas,6510,30
358,VISITDENVER,US-MS,Mississippi,6510,21
358,VISITDENVER,US-TN,Tennessee,6510,22
252,SMARTBIZ-MDG-TRADR,US-AZ,Arizona,6511,13
358,VISITDENVER,US-MA,Massachusetts,6514,13
325,STAUD,US-AZ,Arizona,6515,316
49,FJALLRAVEN,US-TN,Tennessee,6515,238
381,MODERNTREASURY-MDG-TRADR,US-NY,New York,6520,46
358,VISITDENVER,US-OH,Ohio,6521,33
356,STARFACE-MDG-TRADR,US-CA,California,6522,82
216,ROYAL ROBBINS,US-IL,Illinois,6522,322
174,POSITEC-WORX-TRADR,US-NC,North Carolina,6523,169
382,FILSON,US-CO,Colorado,6525,163
49,FJALLRAVEN,CA-BC,British Columbia,6526,281
359,THEGREAT,US-MO,Missouri,6526,174
358,VISITDENVER,US-ME,Maine,6528,21
182,ZIPRECRUITER-MDG-TRADR,US-OK,Oklahoma,6528,0
358,VISITDENVER,US-PA,Pennsylvania,6530,16
182,ZIPRECRUITER-MDG-TRADR,US-KS,Kansas,6532,0
358,VISITDENVER,US-MD,Maryland,6532,34
358,VISITDENVER,US-VA,Virginia,6532,43
174,POSITEC-WORX-TRADR,US-NM,New Mexico,6533,121
358,VISITDENVER,US-TX,Texas,6534,34
349,WINE ENTHUSIAST,US-CA,California,6535,9
252,SMARTBIZ-MDG-TRADR,US-FL,Florida,6536,12
349,WINE ENTHUSIAST,US-WA,Washington,6536,18
358,VISITDENVER,US-GA,Georgia,6539,29
358,VISITDENVER,US-NE,Nebraska,6539,15
382,FILSON,US-AR,Arkansas,6543,314
358,VISITDENVER,US-TX,Texas,6543,17
382,FILSON,US-SD,South Dakota,6545,324
252,SMARTBIZ-MDG-TRADR,US-NJ,New Jersey,6547,56
358,VISITDENVER,US-KY,Kentucky,6548,29
49,FJALLRAVEN,US-AZ,Arizona,6549,172
358,VISITDENVER,US-TX,Texas,6549,17
358,VISITDENVER,US-WA,Washington,6549,20
325,STAUD,US-HI,Hawaii,6550,326
358,VISITDENVER,US-CA,California,6551,15
381,MODERNTREASURY-MDG-TRADR,US-TN,Tennessee,6552,64
349,WINE ENTHUSIAST,US-NY,New York,6553,35
274,BOBOS,US-KY,Kentucky,6555,133
182,ZIPRECRUITER-MDG-TRADR,US-SC,South Carolina,6555,1
358,VISITDENVER,US-ID,Idaho,6557,37
358,VISITDENVER,US-NJ,New Jersey,6557,11
358,VISITDENVER,US-TX,Texas,6559,21
381,MODERNTREASURY-MDG-TRADR,US-KY,Kentucky,6562,53
182,ZIPRECRUITER-MDG-TRADR,US-NC,North Carolina,6562,0
174,POSITEC-WORX-TRADR,US-UT,Utah,6563,58
358,VISITDENVER,US-IN,Indiana,6565,26
349,WINE ENTHUSIAST,US-NC,North Carolina,6566,16
382,FILSON,US-WA,Washington,6566,410
358,VISITDENVER,US-WI,Wisconsin,6566,30
274,BOBOS,US-IA,Iowa,6571,63
358,VISITDENVER,US-MI,Michigan,6571,32
358,VISITDENVER,US-CA,California,6573,11
174,POSITEC-WORX-TRADR,US-MO,Missouri,6573,163
381,MODERNTREASURY-MDG-TRADR,US-FL,Florida,6574,57
364,SCOOTER-KARSHHAGAN,US-KS,Kansas,6574,53
358,VISITDENVER,US-MI,Michigan,6574,24
182,ZIPRECRUITER-MDG-TRADR,US-DE,Delaware,6575,1
174,POSITEC-WORX-TRADR,US-CA,California,6583,85
358,VISITDENVER,US-PA,Pennsylvania,6583,41
252,SMARTBIZ-MDG-TRADR,US-GA,Georgia,6584,14
358,VISITDENVER,US-MI,Michigan,6584,21
349,WINE ENTHUSIAST,US-KS,Kansas,6595,12
274,BOBOS,US-MA,Massachusetts,6599,104
358,VISITDENVER,US-WV,West Virginia,6599,30
174,POSITEC-WORX-TRADR,US-NJ,New Jersey,6600,163
358,VISITDENVER,US-NJ,New Jersey,6602,18
358,VISITDENVER,US-SC,South Carolina,6604,36
256,SHEEX-MDG-TRADR,US-WA,Washington,6604,186
49,FJALLRAVEN,US-CA,California,6606,456
182,ZIPRECRUITER-MDG-TRADR,US-CA,California,6608,0
358,VISITDENVER,US-PA,Pennsylvania,6609,22
351,PINNACLEBANK&BOC-KARSHHAGAN,MX-CMX,Mexico City,6613,372
174,POSITEC-WORX-TRADR,US-AZ,Arizona,6615,92
382,FILSON,US-SC,South Carolina,6615,268
358,VISITDENVER,US-TX,Texas,6617,25
358,VISITDENVER,US-MI,Michigan,6618,44
358,VISITDENVER,US-CA,California,6619,5
256,SHEEX-MDG-TRADR,US-MD,Maryland,6621,265
182,ZIPRECRUITER-MDG-TRADR,US-PA,Pennsylvania,6622,0
358,VISITDENVER,US-TX,Texas,6626,14
252,SMARTBIZ-MDG-TRADR,US-NC,North Carolina,6628,26
381,MODERNTREASURY-MDG-TRADR,US-UT,Utah,6632,68
358,VISITDENVER,US-WI,Wisconsin,6633,24
216,ROYAL ROBBINS,US-UT,Utah,6634,216
358,VISITDENVER,US-FL,Florida,6635,25
358,VISITDENVER,US-UT,Utah,6639,25
358,VISITDENVER,US-KY,Kentucky,6643,23
358,VISITDENVER,US-AZ,Arizona,6646,21
174,POSITEC-WORX-TRADR,US-HI,Hawaii,6646,19
390,JobsOhio,US-OH,Ohio,6649,10
358,VISITDENVER,US-ME,Maine,6651,20
174,POSITEC-WORX-TRADR,US-MI,Michigan,6651,190
359,THEGREAT,US-NE,Nebraska,6653,7
356,STARFACE-MDG-TRADR,US-AZ,Arizona,6654,93
174,POSITEC-WORX-TRADR,US-UT,Utah,6655,91
358,VISITDENVER,US-NH,New Hampshire,6658,20
358,VISITDENVER,US-NJ,New Jersey,6658,41
358,VISITDENVER,US-OR,Oregon,6659,23
358,VISITDENVER,US-SC,South Carolina,6664,36
358,VISITDENVER,US-NM,New Mexico,6665,34
381,MODERNTREASURY-MDG-TRADR,US-NC,North Carolina,6665,25
174,POSITEC-WORX-TRADR,US-NC,North Carolina,6666,282
