Advertiser,Advertiser Name,Region,Region Name,Imps,Clicks
358,VISITDENVER,US-KY,Kentucky,6667,21
358,VISITDENVER,US-NH,New Hampshire,6667,30
174,POSITEC-WORX-TRADR,US-SD,South Dakota,6667,144
358,VISITDENVER,US-IN,Indiana,6668,20
358,VISITDENVER,US-GA,Georgia,6669,12
49,FJALLRAVEN,US-KS,Kansas,6670,133
252,SMARTBIZ-MDG-TRADR,US-CA,California,6676,28
326,7Mesh,US-WA,Washington,6677,312
252,SMARTBIZ-MDG-TRADR,US-GA,Georgia,6678,15
296,GENUINEGUIDEGEAR,CA-BC,British Columbia,6680,130
358,VISITDENVER,US-MN,Minnesota,6680,33
49,FJALLRAVEN,CA-BC,British Columbia,6684,975
182,ZIPRECRUITER-MDG-TRADR,US-CO,Colorado,6684,5
358,VISITDENVER,US-ID,Idaho,6684,27
382,FILSON,US-MA,Massachusetts,6687,236
358,VISITDENVER,US-PA,Pennsylvania,6687,28
182,ZIPRECRUITER-MDG-TRADR,US-MI,Michigan,6688,1
358,VISITDENVER,US-OH,Ohio,6688,49
252,SMARTBIZ-MDG-TRADR,US-SC,South Carolina,6691,26
182,ZIPRECRUITER-MDG-TRADR,US-GA,Georgia,6693,0
381,MODERNTREASURY-MDG-TRADR,US-ID,Idaho,6693,49
381,MODERNTREASURY-MDG-TRADR,US-OR,Oregon,6693,80
358,VISITDENVER,US-TX,Texas,6693,17
382,FILSON,US-VA,Virginia,6693,337
358,VISITDENVER,US-MO,Missouri,6694,27
256,SHEEX-MDG-TRADR,US-UT,Utah,6697,147
358,VISITDENVER,US-WA,Washington,6699,21
174,POSITEC-WORX-TRADR,US-MI,Michigan,6701,292
358,VISITDENVER,US-FL,Florida,6703,54
358,VISITDENVER,US-NC,North Carolina,6704,23
381,MODERNTREASURY-MDG-TRADR,US-CA,California,6705,59
174,POSITEC-WORX-TRADR,US-KS,Kansas,6705,116
358,VISITDENVER,US-FL,Florida,6706,37
174,POSITEC-WORX-TRADR,US-ND,North Dakota,6707,215
274,BOBOS,US-MI,Michigan,6711,49
356,STARFACE-MDG-TRADR,US-NY,New York,6711,49
358,VISITDENVER,US-PA,Pennsylvania,6711,38
358,VISITDENVER,US-CT,Connecticut,6721,37
381,MODERNTREASURY-MDG-TRADR,US-NC,North Carolina,6721,48
358,VISITDENVER,US-NM,New Mexico,6728,18
174,POSITEC-WORX-TRADR,US-OH,Ohio,6729,281
256,SHEEX-MDG-TRADR,US-UT,Utah,6729,197
358,VISITDENVER,US-KS,Kansas,6731,16
274,BOBOS,US-WA,Washington,6732,81
358,VISITDENVER,US-MI,Michigan,6734,27
385,DUKECANNON,US-OH,Ohio,6737,664
358,VISITDENVER,US-NC,North Carolina,6739,5
358,VISITDENVER,US-LA,Louisiana,6740,15
174,POSITEC-WORX-TRADR,US-TX,Texas,6740,230
358,VISITDENVER,US-IL,Illinois,6741,20
358,VISITDENVER,US-IN,Indiana,6741,26
295,BENCHMADE,US-OK,Oklahoma,6741,12
358,VISITDENVER,US-WI,Wisconsin,6741,36
358,VISITDENVER,US-PA,Pennsylvania,6743,37
358,VISITDENVER,US-SC,South Carolina,6744,22
252,SMARTBIZ-MDG-TRADR,US-VA,Virginia,6745,30
382,FILSON,US-AZ,Arizona,6751,184
174,POSITEC-WORX-TRADR,US-AL,Alabama,6753,330
358,VISITDENVER,US-FL,Florida,6753,33
358,VISITDENVER,US-UT,Utah,6753,25
325,STAUD,US-PA,Pennsylvania,6754,516
359,THEGREAT,US-CO,Colorado,6755,342
174,POSITEC-WORX-TRADR,US-FL,Florida,6758,264
49,FJALLRAVEN,US-CA,California,6761,340
358,VISITDENVER,US-NJ,New Jersey,6762,26
358,VISITDENVER,US-SC,South Carolina,6762,48
358,VISITDENVER,US-GA,Georgia,6764,32
358,VISITDENVER,US-NY,New York,6764,15
182,ZIPRECRUITER-MDG-TRADR,US-PA,Pennsylvania,6765,1
295,BENCHMADE,US-WA,Washington,6766,22
351,PINNACLEBANK&BOC-KARSHHAGAN,US-WY,Wyoming,6766,46
358,VISITDENVER,US-NY,New York,6768,17
349,WINE ENTHUSIAST,US-CA,California,6769,6
274,BOBOS,US-CO,Colorado,6770,60
182,ZIPRECRUITER-MDG-TRADR,US-PA,Pennsylvania,6770,0
216,ROYAL ROBBINS,US-CA,California,6773,167
358,VISITDENVER,US-CT,Connecticut,6773,11
358,VISITDENVER,US-WI,Wisconsin,6773,21
358,VISITDENVER,US-CO,Colorado,6774,18
358,VISITDENVER,US-NH,New Hampshire,6774,20
326,7Mesh,US-OR,Oregon,6774,167
358,VISITDENVER,US-MN,Minnesota,6776,34
381,MODERNTREASURY-MDG-TRADR,US-SC,South Carolina,6779,40
358,VISITDENVER,US-OR,Oregon,6780,25
356,STARFACE-MDG-TRADR,US-VA,Virginia,6781,58
358,VISITDENVER,US-MA,Massachusetts,6783,49
174,POSITEC-WORX-TRADR,US-CA,California,6784,87
49,FJALLRAVEN,CA-ON,Ontario,6785,632
358,VISITDENVER,US-NC,North Carolina,6787,29
174,POSITEC-WORX-TRADR,US-OR,Oregon,6787,120
358,VISITDENVER,US-IN,Indiana,6788,43
256,SHEEX-MDG-TRADR,US-FL,Florida,6789,162
252,SMARTBIZ-MDG-TRADR,US-CO,Colorado,6792,21
364,SCOOTER-KARSHHAGAN,US-MO,Missouri,6795,35
358,VISITDENVER,US-HI,Hawaii,6797,17
182,ZIPRECRUITER-MDG-TRADR,US-OH,Ohio,6801,0
358,VISITDENVER,US-FL,Florida,6804,31
358,VISITDENVER,US-TN,Tennessee,6805,42
358,VISITDENVER,US-CA,California,6806,8
49,FJALLRAVEN,US-MI,Michigan,6808,643
356,STARFACE-MDG-TRADR,US-CO,Colorado,6810,102
295,BENCHMADE,US-NJ,New Jersey,6811,20
358,VISITDENVER,US-NH,New Hampshire,6812,15
358,VISITDENVER,US-IN,Indiana,6813,9
358,VISITDENVER,US-IL,Illinois,6814,15
174,POSITEC-WORX-TRADR,US-MO,Missouri,6814,178
358,VISITDENVER,US-OH,Ohio,6815,20
358,VISITDENVER,US-FL,Florida,6816,20
256,SHEEX-MDG-TRADR,US-IN,Indiana,6816,240
358,VISITDENVER,US-OK,Oklahoma,6819,38
381,MODERNTREASURY-MDG-TRADR,US-FL,Florida,6820,63
358,VISITDENVER,US-WV,West Virginia,6820,36
349,WINE ENTHUSIAST,US-NJ,New Jersey,6821,23
182,ZIPRECRUITER-MDG-TRADR,US-VA,Virginia,6821,0
358,VISITDENVER,US-TX,Texas,6828,24
358,VISITDENVER,US-OH,Ohio,6830,13
174,POSITEC-WORX-TRADR,US-CA,California,6833,47
358,VISITDENVER,US-CA,California,6833,15
385,DUKECANNON,US-IN,Indiana,6833,857
182,ZIPRECRUITER-MDG-TRADR,US-WV,West Virginia,6834,1
358,VISITDENVER,US-GA,Georgia,6835,18
295,BENCHMADE,US-TX,Texas,6836,42
49,FJALLRAVEN,US-ME,Maine,6839,239
358,VISITDENVER,US-FL,Florida,6842,39
174,POSITEC-WORX-TRADR,US-LA,Louisiana,6844,421
381,MODERNTREASURY-MDG-TRADR,US-TX,Texas,6851,47
382,FILSON,US-LA,Louisiana,6853,174
358,VISITDENVER,US-TX,Texas,6853,26
252,SMARTBIZ-MDG-TRADR,US-FL,Florida,6854,18
182,ZIPRECRUITER-MDG-TRADR,US-MS,Mississippi,6854,0
364,SCOOTER-KARSHHAGAN,US-MO,Missouri,6857,56
358,VISITDENVER,US-OH,Ohio,6857,19
174,POSITEC-WORX-TRADR,US-CA,California,6866,123
358,VISITDENVER,US-MI,Michigan,6866,36
349,WINE ENTHUSIAST,US-NE,Nebraska,6866,15
345,NORTHERNLIGHTSHEALTH-KARSHHAGAN,US-ME,Maine,6869,556
381,MODERNTREASURY-MDG-TRADR,US-VA,Virginia,6870,46
174,POSITEC-WORX-TRADR,US-VA,Virginia,6870,171
358,VISITDENVER,US-AL,Alabama,6875,32
358,VISITDENVER,US-MI,Michigan,6880,24
358,VISITDENVER,US-WI,Wisconsin,6880,38
349,WINE ENTHUSIAST,US-OH,Ohio,6883,36
174,POSITEC-WORX-TRADR,US-CA,California,6888,83
358,VISITDENVER,US-MA,Massachusetts,6888,41
174,POSITEC-WORX-TRADR,US-MI,Michigan,6888,342
256,SHEEX-MDG-TRADR,US-NY,New York,6891,190
182,ZIPRECRUITER-MDG-TRADR,US-NC,North Carolina,6894,1
358,VISITDENVER,US-MO,Missouri,6897,23
359,THEGREAT,US-HI,Hawaii,6898,239
351,PINNACLEBANK&BOC-KARSHHAGAN,US-NE,Nebraska,6899,25
358,VISITDENVER,US-CA,California,6900,18
49,FJALLRAVEN,US-MD,Maryland,6901,386
358,VISITDENVER,US-SD,South Dakota,6904,38
358,VISITDENVER,US-WA,Washington,6904,13
358,VISITDENVER,US-GA,Georgia,6905,29
358,VISITDENVER,US-TX,Texas,6905,29
388,CAT CANADA,CA-BC,British Columbia,6906,13
174,POSITEC-WORX-TRADR,US-HI,Hawaii,6908,32
358,VISITDENVER,US-NJ,New Jersey,6908,16
358,VISITDENVER,US-NC,North Carolina,6913,18
358,VISITDENVER,US-IL,Illinois,6914,19
358,VISITDENVER,US-TX,Texas,6915,33
356,STARFACE-MDG-TRADR,US-CA,California,6920,139
358,VISITDENVER,US-TX,Texas,6926,20
358,VISITDENVER,US-ME,Maine,6929,43
358,VISITDENVER,US-AL,Alabama,6930,30
358,VISITDENVER,US-TX,Texas,6932,26
182,ZIPRECRUITER-MDG-TRADR,US-IN,Indiana,6940,0
358,VISITDENVER,US-NJ,New Jersey,6940,25
256,SHEEX-MDG-TRADR,US-CA,California,6941,190
174,POSITEC-WORX-TRADR,US-OK,Oklahoma,6941,285
295,BENCHMADE,US-NY,New York,6943,23
274,BOBOS,US-NY,New York,6947,65
256,SHEEX-MDG-TRADR,US-MN,Minnesota,6948,253
358,VISITDENVER,US-NJ,New Jersey,6950,36
174,POSITEC-WORX-TRADR,US-NY,New York,6951,163
381,MODERNTREASURY-MDG-TRADR,US-TX,Texas,6952,33
274,BOBOS,US-WA,Washington,6953,67
358,VISITDENVER,US-AK,Alaska,6954,10
358,VISITDENVER,US-FL,Florida,6954,27
182,ZIPRECRUITER-MDG-TRADR,US-TN,Tennessee,6957,0
182,ZIPRECRUITER-MDG-TRADR,US-FL,Florida,6958,1
358,VISITDENVER,US-CA,California,6961,17
382,FILSON,US-IA,Iowa,6964,327
182,ZIPRECRUITER-MDG-TRADR,US-MN,Minnesota,6964,0
358,VISITDENVER,US-NE,Nebraska,6964,17
256,SHEEX-MDG-TRADR,US-FL,Florida,6965,244
182,ZIPRECRUITER-MDG-TRADR,US-VA,Virginia,6966,0
381,MODERNTREASURY-MDG-TRADR,US-WI,Wisconsin,6966,65
358,VISITDENVER,US-CT,Connecticut,6968,27
364,SCOOTER-KARSHHAGAN,US-MO,Missouri,6970,45
358,VISITDENVER,US-NY,New York,6970,19
358,VISITDENVER,US-OH,Ohio,6972,27
358,VISITDENVER,US-SC,South Carolina,6972,24
358,VISITDENVER,US-GA,Georgia,6977,37
358,VISITDENVER,US-PA,Pennsylvania,6978,29
358,VISITDENVER,US-PA,Pennsylvania,6979,25
256,SHEEX-MDG-TRADR,US-CA,California,6982,198
49,FJALLRAVEN,US-UT,Utah,6982,218
358,VISITDENVER,US-VT,Vermont,6982,32
349,WINE ENTHUSIAST,US-KS,Kansas,6983,18
174,POSITEC-WORX-TRADR,US-OR,Oregon,6983,179
358,VISITDENVER,US-NC,North Carolina,6987,16
358,VISITDENVER,US-PA,Pennsylvania,6988,34
381,MODERNTREASURY-MDG-TRADR,US-CT,Connecticut,6994,50
358,VISITDENVER,US-OH,Ohio,6995,46
358,VISITDENVER,US-OR,Oregon,6995,29
216,ROYAL ROBBINS,US-CO,Colorado,6997,175
274,BOBOS,US-CO,Colorado,6999,28
256,SHEEX-MDG-TRADR,US-TN,Tennessee,6999,201
358,VISITDENVER,US-IN,Indiana,7004,35
182,ZIPRECRUITER-MDG-TRADR,US-FL,Florida,7005,0
358,VISITDENVER,US-IN,Indiana,7005,25
358,VISITDENVER,US-ME,Maine,7006,17
358,VISITDENVER,US-ME,Maine,7007,14
174,POSITEC-WORX-TRADR,US-CA,California,7010,61
182,ZIPRECRUITER-MDG-TRADR,US-GA,Georgia,7010,1
358,VISITDENVER,US-KS,Kansas,7012,12
358,VISITDENVER,US-TX,Texas,7016,33
358,VISITDENVER,US-AZ,Arizona,7019,29
381,MODERNTREASURY-MDG-TRADR,US-OH,Ohio,7019,28
358,VISITDENVER,US-PA,Pennsylvania,7019,48
358,VISITDENVER,US-TX,Texas,7019,41
274,BOBOS,US-FL,Florida,7022,134
174,POSITEC-WORX-TRADR,US-WA,Washington,7024,127
174,POSITEC-WORX-TRADR,US-MO,Missouri,7026,221
358,VISITDENVER,US-MD,Maryland,7027,34
382,FILSON,US-OH,Ohio,7027,70
382,FILSON,US-CA,California,7028,241
174,POSITEC-WORX-TRADR,US-NJ,New Jersey,7028,199
381,MODERNTREASURY-MDG-TRADR,US-DE,Delaware,7030,65
174,POSITEC-WORX-TRADR,US-GA,Georgia,7032,241
382,FILSON,US-CO,Colorado,7034,122
359,THEGREAT,US-CA,California,7035,256
358,VISITDENVER,US-FL,Florida,7037,25
252,SMARTBIZ-MDG-TRADR,US-CA,California,7039,26
174,POSITEC-WORX-TRADR,US-FL,Florida,7039,251
358,VISITDENVER,US-NJ,New Jersey,7040,18
358,VISITDENVER,US-WI,Wisconsin,7040,26
358,VISITDENVER,US-CA,California,7042,21
358,VISITDENVER,US-MI,Michigan,7044,33
182,ZIPRECRUITER-MDG-TRADR,US-MI,Michigan,7046,1
358,VISITDENVER,US-CT,Connecticut,7048,27
49,FJALLRAVEN,US-LA,Louisiana,7048,418
49,FJALLRAVEN,US-PA,Pennsylvania,7048,305
358,VISITDENVER,US-OH,Ohio,7049,23
174,POSITEC-WORX-TRADR,US-FL,Florida,7050,185
358,VISITDENVER,US-AZ,Arizona,7052,21
174,POSITEC-WORX-TRADR,US-CO,Colorado,7052,77
182,ZIPRECRUITER-MDG-TRADR,US-IA,Iowa,7055,1
358,VISITDENVER,US-TN,Tennessee,7055,28
256,SHEEX-MDG-TRADR,US-OR,Oregon,7057,192
382,FILSON,US-MO,Missouri,7060,234
358,VISITDENVER,US-IA,Iowa,7061,35
174,POSITEC-WORX-TRADR,US-LA,Louisiana,7064,728
388,CAT CANADA,CA-ON,Ontario,7069,55
358,VISITDENVER,US-WY,Wyoming,7070,23
174,POSITEC-WORX-TRADR,US-HI,Hawaii,7072,34
358,VISITDENVER,US-KS,Kansas,7072,25
358,VISITDENVER,US-WI,Wisconsin,7077,26
358,VISITDENVER,US-AZ,Arizona,7078,17
182,ZIPRECRUITER-MDG-TRADR,US-TX,Texas,7078,0
358,VISITDENVER,US-KS,Kansas,7080,23
49,FJALLRAVEN,US-CO,Colorado,7083,143
358,VISITDENVER,US-CA,California,7084,12
382,FILSON,US-FL,Florida,7084,157
256,SHEEX-MDG-TRADR,US-NC,North Carolina,7084,178
358,VISITDENVER,US-IL,Illinois,7086,13
358,VISITDENVER,US-TN,Tennessee,7087,42
382,FILSON,US-NV,Nevada,7089,165
358,VISITDENVER,US-NC,North Carolina,7089,32
381,MODERNTREASURY-MDG-TRADR,US-MA,Massachusetts,7090,60
381,MODERNTREASURY-MDG-TRADR,US-AZ,Arizona,7092,44
174,POSITEC-WORX-TRADR,US-HI,Hawaii,7093,29
358,VISITDENVER,US-OH,Ohio,7099,37
174,POSITEC-WORX-TRADR,US-MD,Maryland,7101,229
182,ZIPRECRUITER-MDG-TRADR,US-TN,Tennessee,7101,0
182,ZIPRECRUITER-MDG-TRADR,US-UT,Utah,7101,0
174,POSITEC-WORX-TRADR,US-AL,Alabama,7102,86
358,VISITDENVER,US-OR,Oregon,7103,46
358,VISITDENVER,US-IA,Iowa,7105,15
174,POSITEC-WORX-TRADR,US-UT,Utah,7109,149
358,VISITDENVER,US-MA,Massachusetts,7110,22
174,POSITEC-WORX-TRADR,US-CA,California,7113,76
174,POSITEC-WORX-TRADR,US-RI,Rhode Island,7115,295
358,VISITDENVER,US-TX,Texas,7121,29
174,POSITEC-WORX-TRADR,US-WI,Wisconsin,7121,505
358,VISITDENVER,US-NJ,New Jersey,7122,27
358,VISITDENVER,US-PA,Pennsylvania,7123,25
358,VISITDENVER,US-MA,Massachusetts,7124,17
382,FILSON,US-CA,California,7126,1179
358,VISITDENVER,US-CA,California,7127,2
252,SMARTBIZ-MDG-TRADR,US-SC,South Carolina,7127,4
385,DUKECANNON,US-CA,California,7128,442
274,BOBOS,US-CA,California,7133,77
358,VISITDENVER,US-NC,North Carolina,7133,32
182,ZIPRECRUITER-MDG-TRADR,US-VA,Virginia,7137,0
358,VISITDENVER,US-SD,South Dakota,7138,27
356,STARFACE-MDG-TRADR,US-NE,Nebraska,7139,36
381,MODERNTREASURY-MDG-TRADR,US-KS,Kansas,7140,57
358,VISITDENVER,US-IA,Iowa,7143,34
358,VISITDENVER,US-CA,California,7144,5
358,VISITDENVER,US-MN,Minnesota,7147,28
358,VISITDENVER,US-OH,Ohio,7147,35
381,MODERNTREASURY-MDG-TRADR,US-SC,South Carolina,7149,86
358,VISITDENVER,US-SC,South Carolina,7151,29
325,STAUD,US-CA,California,7152,720
358,VISITDENVER,US-NV,Nevada,7153,19
174,POSITEC-WORX-TRADR,US-FL,Florida,7155,200
252,SMARTBIZ-MDG-TRADR,US-NC,North Carolina,7155,12
174,POSITEC-WORX-TRADR,US-NE,Nebraska,7156,78
182,ZIPRECRUITER-MDG-TRADR,US-AZ,Arizona,7157,0
216,ROYAL ROBBINS,US-GA,Georgia,7161,584
358,VISITDENVER,US-MN,Minnesota,7164,23
358,VISITDENVER,US-FL,Florida,7165,29
49,FJALLRAVEN,US-WA,Washington,7165,88
252,SMARTBIZ-MDG-TRADR,US-WY,Wyoming,7168,20
49,FJALLRAVEN,US-CA,California,7169,607
381,MODERNTREASURY-MDG-TRADR,US-GA,Georgia,7169,56
358,VISITDENVER,US-GA,Georgia,7177,21
358,VISITDENVER,US-IL,Illinois,7178,9
349,WINE ENTHUSIAST,US-CA,California,7179,8
274,BOBOS,US-CA,California,7179,46
296,GENUINEGUIDEGEAR,CA-ON,Ontario,7182,369
295,BENCHMADE,US-UT,Utah,7195,17
252,SMARTBIZ-MDG-TRADR,US-CA,California,7196,13
358,VISITDENVER,US-TX,Texas,7198,25
381,MODERNTREASURY-MDG-TRADR,US-SC,South Carolina,7199,33
358,VISITDENVER,US-OK,Oklahoma,7201,19
174,POSITEC-WORX-TRADR,US-WA,Washington,7203,94
252,SMARTBIZ-MDG-TRADR,US-OK,Oklahoma,7205,43
358,VISITDENVER,US-VA,Virginia,7205,55
182,ZIPRECRUITER-MDG-TRADR,US-SC,South Carolina,7206,1
358,VISITDENVER,US-PA,Pennsylvania,7211,24
49,FJALLRAVEN,US-NM,New Mexico,7219,110
358,VISITDENVER,US-NC,North Carolina,7219,55
358,VISITDENVER,US-MA,Massachusetts,7222,53
252,SMARTBIZ-MDG-TRADR,US-NC,North Carolina,7224,9
358,VISITDENVER,US-NC,North Carolina,7224,28
358,VISITDENVER,US-CO,Colorado,7227,14
358,VISITDENVER,US-PA,Pennsylvania,7230,61
252,SMARTBIZ-MDG-TRADR,US-GA,Georgia,7235,5
358,VISITDENVER,US-PA,Pennsylvania,7238,40
358,VISITDENVER,US-GA,Georgia,7239,16
358,VISITDENVER,US-CO,Colorado,7240,13
358,VISITDENVER,US-KY,Kentucky,7240,21
358,VISITDENVER,US-CA,California,7243,27
358,VISITDENVER,US-SD,South Dakota,7243,45
358,VISITDENVER,US-MI,Michigan,7247,49
49,FJALLRAVEN,US-IL,Illinois,7248,219
358,VISITDENVER,US-CA,California,7249,23
252,SMARTBIZ-MDG-TRADR,US-WA,Washington,7249,12
381,MODERNTREASURY-MDG-TRADR,US-FL,Florida,7252,40
358,VISITDENVER,US-UT,Utah,7253,39
358,VISITDENVER,US-CT,Connecticut,7255,35
182,ZIPRECRUITER-MDG-TRADR,US-MI,Michigan,7256,0
174,POSITEC-WORX-TRADR,US-WA,Washington,7257,162
358,VISITDENVER,US-NH,New Hampshire,7259,31
349,WINE ENTHUSIAST,US-CO,Colorado,7260,13
358,VISITDENVER,US-KY,Kentucky,7261,21
358,VISITDENVER,US-MA,Massachusetts,7261,25
295,BENCHMADE,US-MA,Massachusetts,7263,35
174,POSITEC-WORX-TRADR,US-MT,Montana,7265,89
381,MODERNTREASURY-MDG-TRADR,US-NY,New York,7265,62
182,ZIPRECRUITER-MDG-TRADR,US-NJ,New Jersey,7266,2
358,VISITDENVER,US-MD,Maryland,7267,32
358,VISITDENVER,US-GA,Georgia,7269,16
358,VISITDENVER,US-MO,Missouri,7269,35
358,VISITDENVER,US-IN,Indiana,7274,34
358,VISITDENVER,US-LA,Louisiana,7275,22
295,BENCHMADE,US-SD,South Dakota,7276,10
356,STARFACE-MDG-TRADR,US-AZ,Arizona,7277,107
174,POSITEC-WORX-TRADR,US-PA,Pennsylvania,7277,345
49,FJALLRAVEN,US-MI,Michigan,7281,681
358,VISITDENVER,US-NC,North Carolina,7282,20
356,STARFACE-MDG-TRADR,US-CA,California,7283,123
295,BENCHMADE,US-OH,Ohio,7283,22
358,VISITDENVER,US-RI,Rhode Island,7285,46
358,VISITDENVER,US-AR,Arkansas,7286,32
358,VISITDENVER,US-MO,Missouri,7287,24
216,ROYAL ROBBINS,US-NM,New Mexico,7288,245
326,7Mesh,CA-BC,British Columbia,7299,416
382,FILSON,US-VA,Virginia,7301,591
358,VISITDENVER,US-AL,Alabama,7303,20
358,VISITDENVER,US-NV,Nevada,7307,11
49,FJALLRAVEN,US-WA,Washington,7307,321
382,FILSON,US-SC,South Carolina,7310,144
359,THEGREAT,US-CO,Colorado,7311,124
385,DUKECANNON,US-HI,Hawaii,7312,201
49,FJALLRAVEN,US-NM,New Mexico,7312,190
358,VISITDENVER,US-OR,Oregon,7314,35
295,BENCHMADE,US-FL,Florida,7315,48
358,VISITDENVER,US-PA,Pennsylvania,7318,36
182,ZIPRECRUITER-MDG-TRADR,US-IL,Illinois,7319,0
298,ANON,CA-ON,Ontario,7322,54
182,ZIPRECRUITER-MDG-TRADR,US-FL,Florida,7323,0
174,POSITEC-WORX-TRADR,US-CA,California,7324,47
358,VISITDENVER,US-NJ,New Jersey,7324,11
358,VISITDENVER,US-NV,Nevada,7325,42
358,VISITDENVER,US-IA,Iowa,7327,31
358,VISITDENVER,US-MI,Michigan,7328,38
358,VISITDENVER,US-NC,North Carolina,7329,33
351,PINNACLEBANK&BOC-KARSHHAGAN,US-CO,Colorado,7330,65
358,VISITDENVER,US-NJ,New Jersey,7330,25
358,VISITDENVER,US-IA,Iowa,7331,32
358,VISITDENVER,US-TN,Tennessee,7334,36
358,VISITDENVER,US-MI,Michigan,7335,26
274,BOBOS,US-CO,Colorado,7336,43
358,VISITDENVER,US-CT,Connecticut,7336,43
382,FILSON,US-NJ,New Jersey,7336,459
349,WINE ENTHUSIAST,US-TX,Texas,7337,7
358,VISITDENVER,US-CT,Connecticut,7338,22
174,POSITEC-WORX-TRADR,US-NY,New York,7339,114
358,VISITDENVER,US-CT,Connecticut,7340,34
345,NORTHERNLIGHTSHEALTH-KARSHHAGAN,US-ME,Maine,7340,300
49,FJALLRAVEN,US-WA,Washington,7340,254
358,VISITDENVER,US-KS,Kansas,7342,18
349,WINE ENTHUSIAST,US-GA,Georgia,7345,11
358,VISITDENVER,US-OR,Oregon,7345,20
359,THEGREAT,US-MO,Missouri,7348,188
358,VISITDENVER,US-NY,New York,7350,22
358,VISITDENVER,US-IN,Indiana,7355,24
381,MODERNTREASURY-MDG-TRADR,US-GA,Georgia,7356,40
174,POSITEC-WORX-TRADR,US-WA,Washington,7357,130
274,BOBOS,US-HI,Hawaii,7359,18
358,VISITDENVER,US-MD,Maryland,7360,56
358,VISITDENVER,US-FL,Florida,7365,45
358,VISITDENVER,US-MN,Minnesota,7365,16
382,FILSON,US-GA,Georgia,7366,141
382,FILSON,US-NY,New York,7371,260
358,VISITDENVER,US-NJ,New Jersey,7375,11
252,SMARTBIZ-MDG-TRADR,US-RI,Rhode Island,7379,41
174,POSITEC-WORX-TRADR,US-TN,Tennessee,7382,268
174,POSITEC-WORX-TRADR,US-TX,Texas,7385,400
382,FILSON,US-CA,California,7386,548
358,VISITDENVER,US-IL,Illinois,7386,31
364,SCOOTER-KARSHHAGAN,US-AR,Arkansas,7387,98
174,POSITEC-WORX-TRADR,US-CA,California,7389,82
358,VISITDENVER,US-OK,Oklahoma,7393,24
358,VISITDENVER,US-TX,Texas,7394,16
381,MODERNTREASURY-MDG-TRADR,US-FL,Florida,7395,41
358,VISITDENVER,US-ME,Maine,7395,16
295,BENCHMADE,US-NY,New York,7398,14
385,DUKECANNON,US-FL,Florida,7399,647
174,POSITEC-WORX-TRADR,US-CA,California,7400,98
345,NORTHERNLIGHTSHEALTH-KARSHHAGAN,US-ME,Maine,7400,308
382,FILSON,US-TN,Tennessee,7400,329
49,FJALLRAVEN,US-CA,California,7401,247
182,ZIPRECRUITER-MDG-TRADR,US-AL,Alabama,7404,0
358,VISITDENVER,US-GA,Georgia,7406,25
364,SCOOTER-KARSHHAGAN,US-IA,Iowa,7406,67
358,VISITDENVER,US-FL,Florida,7407,32
49,FJALLRAVEN,US-TX,Texas,7408,416
182,ZIPRECRUITER-MDG-TRADR,US-GA,Georgia,7411,0
326,7Mesh,CA-BC,British Columbia,7413,407
358,VISITDENVER,US-IA,Iowa,7413,28
356,STARFACE-MDG-TRADR,US-NJ,New Jersey,7416,109
356,STARFACE-MDG-TRADR,US-CA,California,7419,86
358,VISITDENVER,US-CA,California,7420,15
351,PINNACLEBANK&BOC-KARSHHAGAN,US-KS,Kansas,7423,18
359,THEGREAT,US-CA,California,7424,20
382,FILSON,US-MO,Missouri,7425,287
358,VISITDENVER,US-IN,Indiana,7426,21
358,VISITDENVER,US-PA,Pennsylvania,7426,48
182,ZIPRECRUITER-MDG-TRADR,US-KY,Kentucky,7427,0
381,MODERNTREASURY-MDG-TRADR,US-LA,Louisiana,7433,130
358,VISITDENVER,US-CA,California,7439,45
182,ZIPRECRUITER-MDG-TRADR,US-MN,Minnesota,7445,1
358,VISITDENVER,US-MA,Massachusetts,7446,31
358,VISITDENVER,US-TX,Texas,7449,15
358,VISITDENVER,US-WA,Washington,7453,30
252,SMARTBIZ-MDG-TRADR,US-VA,Virginia,7455,45
385,DUKECANNON,US-NC,North Carolina,7456,958
351,PINNACLEBANK&BOC-KARSHHAGAN,US-AZ,Arizona,7457,31
382,FILSON,US-NC,North Carolina,7457,273
358,VISITDENVER,US-OR,Oregon,7457,41
182,ZIPRECRUITER-MDG-TRADR,US-CA,California,7458,1
381,MODERNTREASURY-MDG-TRADR,US-CA,California,7458,73
358,VISITDENVER,US-WI,Wisconsin,7458,35
358,VISITDENVER,US-NJ,New Jersey,7459,47
356,STARFACE-MDG-TRADR,US-AK,Alaska,7467,84
382,FILSON,US-CO,Colorado,7467,78
358,VISITDENVER,US-WA,Washington,7468,36
358,VISITDENVER,US-MA,Massachusetts,7470,34
358,VISITDENVER,US-PA,Pennsylvania,7474,32
174,POSITEC-WORX-TRADR,US-SC,South Carolina,7476,302
382,FILSON,US-CA,California,7480,209
358,VISITDENVER,US-MI,Michigan,7482,43
256,SHEEX-MDG-TRADR,US-WY,Wyoming,7483,131
382,FILSON,US-FL,Florida,7488,139
174,POSITEC-WORX-TRADR,US-NC,North Carolina,7488,186
358,VISITDENVER,US-CA,California,7489,25
358,VISITDENVER,US-MA,Massachusetts,7491,25
174,POSITEC-WORX-TRADR,US-CA,California,7492,34
